frame,t_s,ok,status,R_mm,D_mm,L_mm,h_max_mm,theta_deg,t_mm,strain_pct,fit_resid_px,n_contacts,arc_samples,skel_samples
27,0.9,1,tracked,1.6358546485541954,3.2717092971083908,2.256115720479013,0.45115810717820415,87.19424694566254,0.026694045174537988,0.8159051660895049,10.523795517720716,3,944,1328
28,0.9333333333333333,1,tracked,1.6120897255833948,3.2241794511667896,2.250966695446472,0.45791447141735486,88.55782058927815,0.026694045174537988,0.827932985084864,11.747791815356775,3,947,1333
29,0.9666666666666667,1,tracked,1.6120897255833948,3.2241794511667896,2.250966695446472,0.45791447141735486,88.55782058927815,0.026694045174537988,0.827932985084864,11.731616354893584,3,946,1332
30,1.0,1,tracked,1.5684737272682825,3.136947454536565,2.250966695446472,0.47604658227024815,91.70777016266334,0.026694045174537988,0.8509560826699156,13.262204375016411,3,942,1337
31,1.0333333333333334,1,tracked,1.4691401140819567,2.9382802281639133,2.2452096935795085,0.5214423601704592,99.65819883930767,0.026694045174537988,0.9084921485252171,16.219226049794383,3,966,1281
32,1.0666666666666667,1,tracked,1.4691401140819567,2.9382802281639133,2.2452096935795085,0.5214423601704592,99.65819883930767,0.026694045174537988,0.9084921485252171,16.185414210373942,3,961,1276
33,1.1,1,tracked,1.5235390115554226,3.047078023110845,2.3069502204332326,0.5282168075219552,98.41883480271702,0.026694045174537988,0.8760538775861508,13.724475807255972,3,986,1267
34,1.1333333333333333,1,tracked,1.5436820675782956,3.0873641351565912,2.3211552015471324,0.5258343587605795,97.49729486906517,0.026694045174537988,0.8646225066413835,13.288216584015029,3,999,1273
35,1.1666666666666667,1,tracked,1.6228290998950787,3.2456581997901575,2.384732473230222,0.5219943960241531,94.57141636264221,0.026694045174537988,0.8224539841029425,11.890369153746834,3,1032,1342
36,1.2,1,tracked,1.746919340403008,3.493838680806016,2.392569878688409,0.4738798572084319,86.4392723009131,0.026694045174537988,0.7640319892611576,9.54783067922946,3,1030,1352
37,1.2333333333333334,1,tracked,1.746919340403008,3.493838680806016,2.392569878688409,0.4738798572084319,86.4392723009131,0.026694045174537988,0.7640319892611576,9.54783067922946,3,1030,1352
38,1.2666666666666666,1,tracked,1.8114154040972055,3.622830808194411,2.4126611025742246,0.46012255381197803,83.51206194305371,0.026694045174537988,0.7368283695214042,11.973384554955691,3,1036,1355
39,1.3,1,tracked,1.8138095596783586,3.627619119356717,2.4211126205004434,0.4630843698288579,83.73510326880732,0.026694045174537988,0.735855785743891,11.825578843571881,3,1036,1352
40,1.3333333333333333,1,tracked,1.8176752091475985,3.635350418295197,2.4167051894982063,0.4597992307486597,83.33077043175257,0.026694045174537988,0.7342908414054952,12.069387471497198,3,1036,1369
41,1.3666666666666667,1,tracked,1.8224760726631157,3.6449521453262315,2.413394115700475,0.45671575474303683,82.9234472394389,0.026694045174537988,0.7323565333708603,11.680567432167184,3,1034,1378
42,1.4,1,tracked,1.8185481873583225,3.637096374716645,2.416579568515388,0.459448004515742,83.27653243715281,0.026694045174537988,0.7339383514856034,11.221865814456974,3,1044,1371
43,1.4333333333333333,1,tracked,1.9155273347410275,3.831054669482055,2.4244183704163578,0.43235712824516215,78.5189148631161,0.026694045174537988,0.696780585961905,9.854343206212118,3,1031,1353
44,1.4666666666666666,1,tracked,1.9153036086016566,3.830607217203313,2.419769540320082,0.4305252561000744,78.350348009169,0.026694045174537988,0.6968619767292935,9.51053572215307,3,1034,1372
45,1.5,1,tracked,1.9153036086016566,3.830607217203313,2.419769540320082,0.4305252561000744,78.350348009169,0.026694045174537988,0.6968619767292935,9.51053572215307,3,1034,1373
46,1.5333333333333334,1,tracked,1.9886593533598753,3.9773187067197506,2.4170916075567614,0.40936107124994237,74.84948828492969,0.026694045174537988,0.6711568054488046,9.527087794259433,3,1047,1390
47,1.5666666666666667,1,tracked,1.971378283598581,3.942756567197162,2.4170916075567614,0.4138965414218853,75.62016905891328,0.026694045174537988,0.6770401550181001,11.646405346604022,3,1038,1385
48,1.6,1,tracked,1.9578120703679993,3.9156241407359986,2.415134457577529,0.4167703802005801,76.16481945969215,0.026694045174537988,0.6817315507080426,12.643555309746803,3,1034,1375
49,1.6333333333333333,1,tracked,1.896816185314221,3.793632370628442,2.4092639688463,0.43162902219316196,78.85198974409558,0.026694045174537988,0.7036539803174426,13.306094302549962,3,1032,1371
50,1.6666666666666667,1,tracked,1.891810035282834,3.783620070565668,2.406063573535991,0.43178958007590723,78.97587330147717,0.026694045174537988,0.7055160052194963,12.70943841384475,3,1028,1369
51,1.7,1,tracked,1.8884882319876053,3.7769764639752106,2.4021490167075448,0.43115922735673096,78.98806914529696,0.026694045174537988,0.7067569901254537,12.629307843732969,3,1020,1356
52,1.7333333333333334,1,tracked,1.9147336487395563,3.8294672974791126,2.401021873591941,0.4230974879252792,77.65618741059698,0.026694045174537988,0.6970694120331129,12.765054975599757,3,1033,1367
53,1.7666666666666666,1,tracked,1.893052232610458,3.786104465220916,2.3983335559006833,0.4282499271604579,78.61124143615727,0.026694045174537988,0.7050530543926873,13.344231217095034,3,1026,1352
54,1.8,1,tracked,1.885244045412418,3.770488090824836,2.399190454703954,0.43090006915462153,79.03407757721705,0.026694045174537988,0.7079731995307369,12.872252103270142,3,1035,1367
55,1.8333333333333333,1,tracked,1.885244045412418,3.770488090824836,2.399190454703954,0.43090006915462153,79.03407757721705,0.026694045174537988,0.7079731995307369,12.853980909323816,3,1033,1361
56,1.8666666666666667,1,tracked,1.8380278324262604,3.676055664852521,2.399190454703954,0.4454339923968223,81.48392309612956,0.026694045174537988,0.7261599825531728,14.909537940571905,3,1041,1366
57,1.9,1,tracked,1.8083542147054417,3.6167084294108833,2.4037212176159457,0.45717841458220687,83.30569995221497,0.026694045174537988,0.7380756755911926,14.853310588423707,3,1040,1355
58,1.9333333333333333,1,tracked,1.8086780718727595,3.617356143745519,2.405682394819443,0.45794145006697234,83.37061291422044,0.026694045174537988,0.7379435176901927,14.582046856494463,3,1045,1353
59,1.9666666666666666,1,tracked,1.8086780718727595,3.617356143745519,2.405682394819443,0.45794145006697234,83.37061291422044,0.026694045174537988,0.7379435176901927,14.585956007690504,3,1045,1353
60,2.0,1,tracked,1.7756646664482498,3.5513293328964997,2.3843903248112173,0.45974076955700527,84.35163016016674,0.026694045174537988,0.7516634666142342,14.653202109839237,3,1031,1350
61,2.033333333333333,1,tracked,1.760632776063407,3.521265552126814,2.3759359540532716,0.4611867949976369,84.86780403416029,0.026694045174537988,0.7580810018266022,14.287370921722658,3,1029,1355
62,2.066666666666667,1,tracked,1.7566967020061732,3.5133934040123465,2.3759359540532716,0.4625887511772601,85.1027527779737,0.026694045174537988,0.7597795665026581,14.703328774252475,3,1032,1356
63,2.1,1,tracked,1.4812784680204396,2.962556936040879,2.3146629965410845,0.5567409063541533,102.76058330572238,0.026694045174537988,0.9010474988612892,22.78427463610991,3,1044,1345
64,2.1333333333333333,1,tracked,1.4812784680204396,2.962556936040879,2.3146629965410845,0.5567409063541533,102.76058330572238,0.026694045174537988,0.9010474988612892,22.88261481326075,3,1034,1338
65,2.1666666666666665,1,tracked,1.4812784680204396,2.962556936040879,2.3146629965410845,0.5567409063541533,102.76058330572238,0.026694045174537988,0.9010474988612892,22.885040089310987,3,1034,1338
66,2.2,1,tracked,1.3647910314654257,2.7295820629308514,2.247470552004241,0.59027596444807,110.84823892597808,0.026694045174537988,0.9779535679493594,25.06644844976383,3,1017,1337
67,2.2333333333333334,1,tracked,1.2476832244162606,2.495366448832521,2.1673051683894977,0.6292897370170158,120.57694682279198,0.026694045174537988,1.06974449331989,28.780961981059395,3,1007,1339
68,2.2666666666666666,1,tracked,1.1854924762743058,2.3709849525486115,2.142845015645682,0.6781008907768722,129.3185099854381,0.026694045174537988,1.1258631205501373,30.343848311889534,3,1026,1349
69,2.3,1,tracked,1.129081380914173,2.258162761828346,2.073108588744078,0.6814431792982472,133.28558950793334,0.026694045174537988,1.1821134253814753,32.315615690747705,3,1002,1319
70,2.3333333333333335,1,tracked,1.022780895939551,2.045561791879102,1.97485340184756,0.756192690270788,149.78268896305033,0.026694045174537988,1.3049737866885065,32.96659294623222,3,1004,1342
71,2.3666666666666667,1,tracked,1.008367735510251,2.016735471020502,1.9496819897387618,0.7505101687410225,150.36775677598698,0.026694045174537988,1.3236265022417817,31.210955846308615,3,1008,1371
72,2.4,1,tracked,0.9781302897391834,1.9562605794783667,1.9072007420697432,0.7604488801805946,154.28247651449325,0.026694045174537988,1.3645444504972801,32.12991091270458,3,981,1350
73,2.433333333333333,1,tracked,0.9782737473172137,1.9565474946344275,1.9083941902586408,0.7625715722312161,154.52405883062082,0.026694045174537988,1.3643443487951543,32.246759456578964,3,980,1346
74,2.466666666666667,1,tracked,0.9467344218472772,1.8934688436945544,1.8649207061778081,0.7829548277953481,160.07608824363246,0.026694045174537988,1.409795849740644,33.70876617093513,3,986,1352
75,2.5,1,tracked,0.9332704312550758,1.8665408625101516,1.836002258134847,0.7651406454169587,159.2428664864268,0.026694045174537988,1.430134518386029,28.991651792319555,3,978,1367
76,2.533333333333333,1,tracked,0.9332704312550758,1.8665408625101516,1.836002258134847,0.7651406454169587,159.2428664864268,0.026694045174537988,1.430134518386029,28.992538574145343,3,978,1366
77,2.566666666666667,1,tracked,0.9442262547018776,1.8884525094037552,1.8419074303352712,0.7358816493307168,154.50543837762928,0.026694045174537988,1.4135407187425726,25.93213962946028,3,968,1374
78,2.6,1,tracked,0.9429439618860016,1.8858879237720032,1.8405242643126387,0.7373693443468361,154.81522096726852,0.026694045174537988,1.4154629677646313,26.57361932095238,3,966,1371
79,2.6333333333333333,1,tracked,0.9292621759671338,1.8585243519342676,1.8171185234118212,0.7342025449524544,155.7660699207383,0.026694045174537988,1.4363032234017294,27.874038393491784,3,950,1352
80,2.6666666666666665,1,tracked,0.9253157283780311,1.8506314567560622,1.810042674966068,0.7325838527471781,155.95594928657582,0.026694045174537988,1.4424290194077587,28.8786613205793,3,956,1355
81,2.7,1,tracked,0.919872681149672,1.839745362299344,1.8108473208498788,0.7574727283535271,159.6627093847678,0.026694045174537988,1.4509641237076054,34.58342516930129,3,964,1357
82,2.7333333333333334,1,tracked,0.919872681149672,1.839745362299344,1.8108473208498788,0.7574727283535271,159.6627093847678,0.026694045174537988,1.4509641237076054,34.57888033565752,3,964,1357
83,2.7666666666666666,1,tracked,0.9154299182062068,1.8308598364124136,1.8043580451470487,0.7602366632777053,160.47895974651297,0.026694045174537988,1.4580059403588868,34.12467033158926,3,969,1356
84,2.8,1,tracked,0.9154299182062068,1.8308598364124136,1.8043580451470487,0.7602366632777053,160.47895974651297,0.026694045174537988,1.4580059403588868,34.1537648264518,3,970,1357
85,2.8333333333333335,1,tracked,0.9109365778442036,1.8218731556884071,1.7982357889962282,0.764674960706326,161.52098674289394,0.026694045174537988,1.4651977878477198,33.70567161209867,3,972,1374
86,2.8666666666666667,1,tracked,0.9109365778442036,1.8218731556884071,1.7982357889962282,0.764674960706326,161.52098674289394,0.026694045174537988,1.4651977878477198,33.70617138975648,3,972,1374
87,2.9,1,tracked,0.9042212986289881,1.8084425972579763,1.7860522586377785,0.7623745882405684,161.94927304915396,0.026694045174537988,1.47607920843119,30.836747287889796,3,974,1379
88,2.933333333333333,1,tracked,0.9027394200613768,1.8054788401227535,1.7832880553587174,0.7616387877577552,162.0152841860873,0.026694045174537988,1.4785022444640268,30.480866141111925,3,973,1373
89,2.966666666666667,1,tracked,0.9027394200613768,1.8054788401227535,1.7832880553587174,0.7616387877577552,162.0152841860873,0.026694045174537988,1.4785022444640268,30.472843677801276,3,973,1372
90,3.0,1,tracked,0.9207826743167347,1.8415653486334693,1.7872228014474025,0.6987479972536629,152.09269867864873,0.026694045174537988,1.4495301616283267,22.01596420318482,3,1002,1428
91,3.033333333333333,1,tracked,0.9336076718523592,1.8672153437047183,1.7886047539685277,0.6655656164545579,146.63074476714993,0.026694045174537988,1.4296179208539852,22.143084688473397,3,912,1363
92,3.066666666666667,1,tracked,0.9336076718523592,1.8672153437047183,1.7886047539685277,0.6655656164545579,146.63074476714993,0.026694045174537988,1.4296179208539852,22.14348775403807,3,912,1364
93,3.1,1,tracked,0.979137789291,1.958275578582,1.7886742950227532,0.5805504375111411,131.95693467073536,0.026694045174537988,1.363140380572346,14.445894564794015,2,926,1429
94,3.1333333333333333,1,tracked,0.9780198043997853,1.9560396087995706,1.7873230643167777,0.5806637880384935,132.0564870864175,0.026694045174537988,1.364698600910246,14.140909034738993,2,930,1427
95,3.1666666666666665,1,tracked,0.9780198043997853,1.9560396087995706,1.7873230643167777,0.5806637880384935,132.0564870864175,0.026694045174537988,1.364698600910246,14.128258555573174,2,930,1427
96,3.2,1,tracked,1.054342096071268,2.108684192142536,1.7950417557301306,0.5010848960781025,116.69829565045437,0.026694045174537988,1.265910053008716,11.046218022704954,2,881,1415
97,3.2333333333333334,1,tracked,1.0883191362683402,2.1766382725366804,1.7793765980331957,0.46150714455087266,109.6683205186699,0.026694045174537988,1.2263886706093992,9.124406485304844,2,869,1415
98,3.2666666666666666,1,tracked,1.0883191362683402,2.1766382725366804,1.7793765980331957,0.46150714455087266,109.6683205186699,0.026694045174537988,1.2263886706093992,9.125149386714993,2,869,1416
99,3.3,1,tracked,1.1624056920300485,2.324811384060097,1.7839121472157922,0.4170189765475135,100.23057817512253,0.026694045174537988,1.1482241250866114,8.293317619478689,2,842,1411
100,3.3333333333333335,1,tracked,1.1650039404961494,2.330007880992299,1.7800979936064723,0.41330788179881356,99.63408256878003,0.026694045174537988,1.1456632997811829,7.999802973110341,2,847,1422
101,3.3666666666666667,1,tracked,1.267019667472783,2.534039334945566,1.7844615928105922,0.36742918080186854,89.52933160976737,0.026694045174537988,1.0534187376815682,6.962756382455185,2,828,1421
102,3.4,1,tracked,1.4490318440612635,2.898063688122527,1.7703063652927251,0.3017754959181813,75.30318446527717,0.026694045174537988,0.9210993286290192,3.797725969527764,2,810,1413
103,3.433333333333333,1,tracked,2.428524716394373,4.857049432788746,1.7656140808709624,0.16614012762615996,42.63253874350338,0.026694045174537988,0.5495938541274268,2.799273550570969,2,809,1468
104,3.466666666666667,1,tracked,2.428524716394373,4.857049432788746,1.7656140808709624,0.16614012762615996,42.63253874350338,0.026694045174537988,0.5495938541274268,2.8414219992707586,2,811,1470
105,3.5,1,tracked,3.717849098569034,7.435698197138068,1.6831094980920598,0.09649748293038514,26.16517182396435,0.026694045174537988,0.35899850245148845,2.406474341696727,2,765,1486
106,3.533333333333333,1,tracked,3.717849098569034,7.435698197138068,1.6831094980920598,0.09649748293038514,26.16517182396435,0.026694045174537988,0.35899850245148845,2.406474341696727,2,765,1486
107,3.566666666666667,1,tracked,4.175033825459096,8.350067650918191,1.737646838169756,0.09140145829168954,24.022029745676182,0.026694045174537988,0.3196865736962341,3.045861446331858,3,791,1490
108,3.6,1,tracked,4.182854546278543,8.365709092557086,1.737646838169756,0.09122675018409152,23.976447767986883,0.026694045174537988,0.3190888528300308,2.952142093681619,3,790,1487
109,3.6333333333333333,1,tracked,4.505126931590163,9.010253863180326,1.738322487479573,0.0846374335685124,22.247316235499465,0.026694045174537988,0.29626296417264164,2.518795794937081,3,792,1498
110,3.6666666666666665,1,tracked,4.393162066187998,8.786324132375997,1.674664824599009,0.08053556124859015,21.97548949185623,0.026694045174537988,0.30381357177770524,2.4469537715461933,3,760,1497
111,3.7,1,tracked,4.393162066187998,8.786324132375997,1.674664824599009,0.08053556124859015,21.97548949185623,0.026694045174537988,0.30381357177770524,2.4469537715461933,3,760,1497
112,3.7333333333333334,1,tracked,1.9436839169888434,3.8873678339776867,1.7227485536214635,0.20128857596836136,52.612096092528645,0.026694045174537988,0.6866868872355651,5.685137227095502,3,703,1376
113,3.7666666666666666,1,tracked,1.6067852920554286,3.2135705841108573,1.7384631641724604,0.25541730683840475,65.50014908227787,0.026694045174537988,0.8306662161560641,6.486505378160831,3,721,1367
114,3.8,1,tracked,1.6002500160627662,3.2005000321255324,1.7384631641724604,0.25665909222740746,65.80142086995987,0.026694045174537988,0.83405858167762,6.841505251503213,3,726,1370
115,3.8333333333333335,1,tracked,1.6002500160627662,3.2005000321255324,1.7384631641724604,0.25665909222740746,65.80142086995987,0.026694045174537988,0.83405858167762,6.855575208146743,3,726,1370
116,3.8666666666666667,1,tracked,1.3990340056088035,2.798068011217607,1.733148347715777,0.3006964663922238,76.54597031148789,0.026694045174537988,0.9540170241581014,7.5482842175953415,3,715,1344
117,3.9,1,tracked,1.1129783062161551,2.2259566124323102,1.7475346042514948,0.42359349941833,103.45454231751627,0.026694045174537988,1.1992167783256709,11.899580786157657,3,733,1315
118,3.933333333333333,1,tracked,1.1220311649352055,2.244062329870411,1.7513667101672672,0.42050953539316127,102.60263246279813,0.026694045174537988,1.1895411646645082,10.679714729749085,3,739,1316
119,3.966666666666667,1,tracked,1.0510280953291984,2.1020561906583968,1.7514485630078573,0.4698508074421455,112.8592577535577,0.026694045174537988,1.2699015988805227,13.395868959395123,3,751,1319
120,4.0,1,tracked,0.9834342582020753,1.9668685164041506,1.7716467752854617,0.5562810466835121,128.51230751614514,0.026694045174537988,1.3571850355986337,17.665044526262196,3,803,1307
121,4.033333333333333,1,tracked,0.9826854894243751,1.9653709788487501,1.776798980827034,0.5626651130636241,129.39200229452797,0.026694045174537988,1.3582191587144776,18.117447789546958,3,811,1316
122,4.066666666666666,1,tracked,0.9592664638301648,1.9185329276603296,1.776910509878606,0.5975491590188425,135.69451716634904,0.026694045174537988,1.3913780050203073,17.959603211433663,3,835,1315
123,4.1,1,tracked,0.9592664638301648,1.9185329276603296,1.776910509878606,0.5975491590188425,135.69451716634904,0.026694045174537988,1.3913780050203073,17.959603211433663,3,835,1315
124,4.133333333333334,1,tracked,0.8968559494191949,1.7937118988383898,1.775420900742079,0.7691032574293523,163.621288706415,0.026694045174537988,1.4882013768111304,30.390533223029454,3,926,1307
125,4.166666666666667,1,tracked,0.8968559494191949,1.7937118988383898,1.775420900742079,0.7691032574293523,163.621288706415,0.026694045174537988,1.4882013768111304,30.399810880318068,3,928,1309
126,4.2,1,tracked,0.8941220365440582,1.7882440730881164,1.7734546028604024,0.7793661690164799,165.25209580702503,0.026694045174537988,1.4927517767996892,27.918263020275038,3,927,1292
127,4.233333333333333,1,tracked,0.8928357495485381,1.7856714990970761,1.7708969373484544,0.778220371023813,165.24891227558734,0.026694045174537988,1.4949023483902733,27.094089909183058,3,935,1295
128,4.266666666666667,1,tracked,0.8928357495485381,1.7856714990970761,1.7708969373484544,0.778220371023813,165.24891227558734,0.026694045174537988,1.4949023483902733,27.1109625612598,3,936,1297
129,4.3,1,tracked,0.890354631722106,1.780709263444212,1.768552538743406,0.7864948721659124,166.60240665961078,0.026694045174537988,1.49906813664275,27.220422198313955,3,945,1305
130,4.333333333333333,1,tracked,0.89005781725256,1.78011563450512,1.768552538743406,0.7887740698966563,166.93179473364384,0.026694045174537988,1.4995680424973659,27.853625509566676,3,944,1302
131,4.366666666666666,1,tracked,0.8673587377238914,1.7347174754477828,1.7299876918381816,0.8033522815801377,171.5360593110359,0.026694045174537988,1.5388122591920885,29.72343507035007,3,936,1284
132,4.4,1,tracked,0.8673587377238914,1.7347174754477828,1.7299876918381816,0.8033522815801377,171.5360593110359,0.026694045174537988,1.5388122591920885,29.72343507035007,3,936,1286
133,4.433333333333334,0,fractured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1314
134,4.466666666666667,0,fractured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1352
135,4.5,0,fractured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1354
136,4.533333333333333,0,fractured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1421
137,4.566666666666666,0,fractured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1422
138,4.6,0,fractured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1430
139,4.633333333333334,0,fractured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1442
140,4.666666666666667,0,fractured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1433
141,4.7,0,fractured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1433
142,4.733333333333333,0,fractured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1422
143,4.766666666666667,0,fractured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1442
144,4.8,0,fractured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1440
145,4.833333333333333,0,fractured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1424
146,4.866666666666666,0,fractured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1422
147,4.9,0,fractured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1408
148,4.933333333333334,0,fractured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1405
149,4.966666666666667,0,fractured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1428
150,5.0,0,fractured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1409
151,5.033333333333333,0,fractured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1409
152,5.066666666666666,0,fractured,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1396
